"KEY_ID","ENDC","CMNTS"
"H-23-AV-TAQ-1013","A203:LY","A203:12/jan | A203:good sugar, thicker pericarp than 0580, poor tip fill | A203:good quality "
"H-23-AV-TAQ-1014","A203:LY","A203:14/jan"
"H-23-AV-TAQ-1015","A203:LY","A203:12/jan | A203:low sugary "
"H-23-AV-TAQ-1016","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Yellow | A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","A203:14/jan | A203:good qual, ok plant | A203:high quality, good plat "
"H-23-AV-TAQ-1017","A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Top quality  | A203:good qual, ok plant | A203:14/jan | A203:good plant and quality "
"H-23-AV-TAQ-1018","A203:LY","A203:14/jan"
"H-23-AV-TAQ-1019","A203:LY","A203:12/jan | A203:good plant; quality acceptable  | A203:light color, lower sugar but acceptable, very good plant"
"H-23-AV-TAQ-1020","A203:LY","A203:16/jan"
"H-23-AV-TAQ-1021","A203:LY","A203:good sugar and tender, some CS | A203:14/jan"
"H-23-AV-TAQ-1022","A203:LY","A203:08/jan | A203:not deep kernels, good quality "
"H-23-AV-TAQ-1023","P1FU:LY | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A201:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1MO:LY | P1AG:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow","A201:15/01 | A201:ok pericarp, nice ear, good plant | A201:15/jan | P1AG:04/fev | A201:strong plant type, high foliar score good ear  | P1AG:01/02 planta muito boa, espiga pouco curta "
"H-23-AV-TAQ-1024","P1MO:LY | P1AG:LY | P1FU:LY | A201:LY","A201:13/jan | A201:medium all  | A201:very short ear, lower sugar, very tall ears | P1AG:01/02 | P1AG:31/jan | A201:15/01"
"H-23-AV-TAQ-1025","A203:LY","A203:good plant and ear and quality  | A203:14/jan | A203:good kernel depth good plant"
"H-23-AV-TAQ-1026","A203:LY","A203:10/jan | A203:good pericarp; good sugary  | A203:pericarp thin good, sugar acceptable, lighter color"
"H-23-AV-TAQ-1027","A203:LY","A203:14/jan"
"H-23-AV-TAQ-1029","BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY","BR_GO_CRISTALINA_AGRITER_2024:01:Nice; top  | A203:alto, cuidado  | A203:14/jan | A203:good qual, very high ear is that ok??, nice plant | A203:strong plant, WO EHT "
"H-23-AV-TAQ-1030","BR_GO_MORRINHOS:Light Yellow | A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow","A203:good quality, plant could be better, adv inbred different tester  | A203:14/jan | A203:good quality "
"H-23-AV-TAQ-1031","A203:LY","A203:16/jan"
"H-23-AV-TAQ-1035","BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","A203:strong plant and qual  | A203:14/jan | A203:excellent quality, deep kernels, good plant"
"H-23-AV-TAQ-1036","BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Blue | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","A203:thinner pericarp, corn stunt, recombine with inbred good CS | A203:08/jan | A203:WO Spirku "
"H-23-AV-TAQ-1038","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Yellow","A203:12/jan | A203:very god quality but CS | A203:strong quality "
"H-23-AV-TAQ-1039","A203:LY","A203:Spirku  | A203:good qual, great ear, lower stand and some Ava’s | A203:14/jan"
"H-23-AV-TAQ-1040","A203:LY","A203:WO Spirku  | A203:10/jan | A203:qual good, tall ears corn stunt"
"H-23-AV-TAQ-1041","A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow","A203:strong quality and plant  | A203:12/jan | A203:deep kernels, nice ear, nice quality, no corn stunt"
"H-23-AV-TAQ-1042","BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow","A203:good quality  | A203:very tender high quality plant good | A203:14/jan"
"H-23-AV-TAQ-1043","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY","A203:12/jan | A203:good qual and very deep kernels, less susc CS than others | A203:porte interessante "
"H-23-AV-TAQ-1044","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY","A203:10/jan | A203:good quality  | A203:very good quality nice except corn stunt"
"H-23-AV-TAQ-1045","BR_GO_MORRINHOS:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","A203:16/jan | A203:good qual, nice green plant | A203:strong plant and good quality "
"H-23-AV-TAQ-1046","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow","A203:good quality  | A203:qualidade e cor excelente, planta não ajuda | A203:14/jan | A203:plant good but CS poor, qual good tender"
"H-23-AV-TAQ-1047","BR_GO_CRISTALINA_FUGINI:Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | A203:LY","BR_GO_CRISTALINA_AGRITER_2024:01:Top top  | A203:14/jan"
"H-23-AV-TAQ-1048","BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","A203:14/jan | A203:tender good  | A203:very tall ears, tender, good plamt"
"H-23-AV-TAQ-1049","A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow","A203:14/jan"
"H-23-AV-TAQ-1050","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","A203:10/jan | A203:good plant; good quality  | A203:ok qual, good overall"
"H-23-AV-TAQ-1051","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow","A203:12/jan"
"H-23-AV-TAQ-1052","BR_GO_MORRINHOS:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow","A203:tende acamar  | A203:excellent quality and ear type, need different tester | A203:14/jan"
"H-23-AV-TAQ-1053","BR_GO_MORRINHOS:Light Yellow | A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow","A203:14/jan"
"H-23-AV-TAQ-1054","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY","A203:thicker pericarp, good plant type  | A203:medium quality  | A203:12/jan"
"H-23-AV-TAQ-1055","A203:LY","A203:12/jan"
"H-23-AV-TAQ-1056","A203:LY","A203:tender, sweet, plant type ok | A203:10/jan | A203:good quality "
"H-23-AV-TAQ-1058","A203:LY","A203:bear paw, plant ok, tender deep kernels | A203:14/jan | A203:good quality "
"H-23-AV-TAQ-1059","A203:LY","A203:16/jan"
"H-23-AV-TAQ-1060","A203:LY","A203:no sugar, on wrong tester | A203:no vigor: medium quality  | A203:ponta dupla muito | A203:10/jan"
"H-23-AV-TAQ-1061","P1MO:LY | A201:LY | P1FU:LY | P1AG:LY","P1MO:bom baixo | A201:hard pericarp low sugar, nicer plant | A201:low KRN, small ear  | A201:17/01 | P1AG:06/fev | A201:15/jan | P1AG:02/02"
"H-23-AV-TAQ-1062","P1MO:LY | BR_GO_MORRINHOS:Light Yellow | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1FU:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P1AG:LY | A201:LY","P1AG:31/jan | A201:15/01 | A201:long skinny ear- put this adv inbred into hero with 5003QQV pic phone | A201:very tender and good sugary, WO Spirku  | P1AG:01/02 | A201:15/jan"
"H-23-AV-TAQ-1063","A203:LY","A203:good quality  | A203:deep kernels, nice plant | A203:14/jan"
"H-23-AV-TAQ-1064","A203:LY","A203:10/jan | A203:tender but no sugar at all"
"H-23-AV-TAQ-1065","A203:LY","A203:14/jan | A203:good qual, very susc CS"
"H-23-AV-TAQ-1066","A203:LY","A203:no sugary  | A203:12/jan | A203:light yellow, no sugar at all"
"H-23-AV-TAQ-1067","A201:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1MO:LY | P1AG:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | P1FU:LY","A201:15/jan | A201:good quality, WO Spirku  | A201:15/01 | P1AG:04/fev | P1AG:01/02 | P1MO:bem sadio  | A201:poor stand, nice ear deep kernels, plant good"
"H-23-AV-TAQ-1068","P1MO:LY | P1FU:LY | P1AG:LY | A201:LY","A201:13/jan | A201:WO foliar diseases ; flag leaves  | P1AG:04/fev | P1AG:01/02 muito enfezado  | A201:15/01 | A201:good sugar, but corn stunt in this plot, nice green otherwise"
"H-23-AV-TAQ-1069","A203:LY","A203:14/jan | A203:qual not great, stand poor | A203:low sugar "
"H-23-AV-TAQ-1070","A203:LY","A203:10/jan | A203:não colher germinação muito ruim  | A203:no stand"
"H-23-AV-TAQ-1071","A203:LY","A203:14/jan"
"H-23-AV-TAQ-1073","P1FU:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | A201:LY | BR_GO_MORRINHOS:Light Yellow | P1AG:LY | P1MO:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow","A201:15/01 | A201:high quality, deep kernels, nice plant little CS | A201:15/jan | P1AG:02/02 | A201:good plant  | P1AG:06/fev"
"H-23-AV-TAQ-1074","BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | A201:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P1MO:LY | P1AG:LY | P1FU:LY","BR_GO_CRISTALINA_AGRITER_2024:01:Flag leaf; APaC  | P1AG:02/02 | A201:15/jan | A201:good plant and quality ; flag leaves  | A201:stronger plant, tender pericarp | A201:15/01 | P1AG:06/fev | P1FU:entrou água, estragou ponta"
"H-23-AV-TAQ-1075","A203:LY","A203:harder pericarp, CS | A203:14/jan | A203:bad plant type "
"H-23-AV-TAQ-1076","BR_GO_MORRINHOS:Light Yellow | A201:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1MO:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1AG:LY | P1FU:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","BR_GO_CRISTALINA_FUGINI:Top qualitty; APAC | BR_GO_CRISTALINA_AGRITER_2024:01:Flag leafs; apac  | P1AG:02/fev | P1AG:01/02 | A201:strong quality, good plant  | A201:15/01 | A201:good qual tender, but tip fill not great, plant good no CS | A201:15/jan"
"H-23-AV-TAQ-1077","A203:LY","A203:12/jan"
"H-23-AV-TAQ-1078","A203:LY","A203:tender pericarp ; medium sugar  | A203:lighter color, very deep kernels advance, thin pericarp low sugar | A203:10/jan"
"H-23-AV-TAQ-1079","A203:LY","A203:12/jan"
"H-23-AV-TAQ-1080","A203:LY","A203:10/jan | A203:tender and pretty sweet, advance, little CS"
"H-23-AV-TAQ-1081","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY | BR_GO_MORRINHOS:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Top  | A203:nice deep kernels good qual, CS susceptible  | A203:10/jan"
"H-23-AV-TAQ-1082","A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow","BR_GO_CRISTALINA_FUGINI:Top quality  | A203:10/jan | A203:huge ear good qual deep kernels, very little CS"
"H-23-AV-TAQ-1083","A203:LY | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow","BR_GO_MORRINHOS:Top  | A203:12/jan | A203:good plant  | A203:harder pericarp deep kernels nice plant "
"H-23-AV-TAQ-1084","A203:LY | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Top quality | A203:very thin pericarp, but only ok sugar, some CS | A203:acceptable sugary; midium plant  | A203:10/jan"
"H-23-AV-TAQ-1086","A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow","A203:10/jan | A203:very good plant and qual  | A203:overall good"
"H-23-AV-TAQ-1088","A203:LY","A203:extremely tender no sugar | A203:14/jan"
"H-23-AV-TAQ-1089","A203:LY","A203:14/jan"
"H-23-AV-TAQ-1090","BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Top hybrid  | A203:08/jan | A203:tender good qual but CS"
"H-23-AV-TAQ-1092","A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Top quality  | A203:12/jan | A203:very very deep kernels, little CS"
"H-23-AV-TAQ-1095","A203:LY","A203:hard to eat  | A203:of this tester, this is the best so far | A203:12/jan"
"H-23-AV-TAQ-1096","A203:LY","A203:tender pericarp ; low sugary  | A203:thin pericarp, low sugar | A203:08/jan"
"H-23-AV-TAQ-1097","BR_GO_MORRINHOS:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","A203:14/jan"
"H-23-AV-TAQ-1098","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow","A203:good quality shorter ear, little CS | A203:12/jan | A203:strong quality and good plant "
"H-23-AV-TAQ-1099","A201:LY | P1MO:LY | P1AG:LY | P1FU:LY","A201:hard to eat  | P1AG:01/02 espiga não é longa mas planta é profundidade chama atenção  | P1MO:cs | A201:15/01 | A201:poor qual but probably tester, see CS | A201:15/jan | P1AG:06/fev"
"H-23-AV-TAQ-1100","P1FU:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1MO:LY | BR_GO_MORRINHOS:Light Yellow | P1AG:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | A201:LY","P1AG:01/02 | A201:thin pericarp, some sugar, strong plant, temperate shape ear | A201:15/jan | P1AG:31/jan | A201:tender grain, good sugar , WO EHT  | A201:15/01"
"H-23-AV-TAQ-1101","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY","BR_GO_CRISTALINA_AGRITER_2024:01:Top hybrid  | A203:14/jan"
"H-23-AV-TAQ-1102","A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","A203:14/jan | A203:pericarp excellent and suger very good, plant type good | A203:pericap excelent; good plant "
"H-23-AV-TAQ-1103","A203:LY","A203:tender and medium sugar  | A203:12/jan | A203:deep kernels, very tender ok sugar (combine with other HB sis w good sugar)"
"H-23-AV-TAQ-1104","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY","A203:14/jan"
"H-23-AV-TAQ-1105","BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow","BR_GO_CRISTALINA_FUGINI:Double top ear  | A203:strong plant and good quality  | A203:14/jan | A203:qual only ok, tip fill"
"H-23-AV-TAQ-1106","A203:LY","A203:14/jan"
"H-23-AV-TAQ-1108","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Top  | A203:good qual, little CS | A203:sem janela  | A203:16/jan | A203:hard to eat, good sugary "
"H-23-AV-TAQ-1109","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY","A203:good qual, little CS, deep kernels,  | A203:bom hy, qualidade e espiga se destaca  | A203:14/jan"
"H-23-AV-TAQ-1110","A201:LY | P1AG:LY | P1MO:LY | P1FU:LY","A201:15/jan | A201:medium plant type  | A201:15/01 | A201:good qual, little CS | P1AG:01/02 colmo? | P1AG:06/fev"
"H-23-AV-TAQ-1111","P1AG:LY | P1FU:LY | P1MO:LY | A201:LY","A201:good qual, poor tip fill, medium stand  | P1AG:02/fev | P1MO:cs | P1AG:30/01 | A201:15/jan | A201:weak plant  | A201:15/01 acama cuidado "
"H-23-AV-TAQ-1112","A203:LY","A203:14/jan | A203:chewey, CS | A203:medium all "
"H-23-AV-TAQ-1113","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P1FU:LY | A201:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1MO:LY | BR_GO_MORRINHOS:Light Yellow | P1AG:LY","BR_GO_CRISTALINA_AGRITER_2024:01:Flag leaf; APAC  | P1AG:30/01 | A201:tender grain, low sugary, nice plant  | A201:15/01 | P1MO:cs sentiu | P1AG:31/jan | A201:nice ear, better pericarp but lower sugar, nice plant | A201:15/jan"
"H-23-AV-TAQ-1114","A203:LY","A203:16/jan"
"H-23-AV-TAQ-1115","BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P1FU:LY | A201:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1AG:LY | P1MO:LY","BR_GO_CRISTALINA_AGRITER_2024:01:Flag leafs; apac  | P1AG:02/fev | A201:15/jan | A201:tender good qual, little CS | A201:17/01 | P1AG:01/02 | A201:strong qual "
"H-23-AV-TAQ-1116","P1AG:LY | A201:LY | P1MO:LY | P1FU:LY","A201:medium all  | A201:15/01 | A201:15/jan | P1AG:04/fev | A201:good qual even with 5095RU, good plant, little tip fill | P1MO:curta  | P1AG:30/01"
"H-23-AV-TAQ-1117","P1AG:LY | P1FU:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1MO:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A201:LY | BR_GO_MORRINHOS:Light Yellow","BR_GO_CRISTALINA_FUGINI:Top quality  | BR_GO_CRISTALINA_AGRITER_2024:01:Flag leafs; very tender; to much 2 ears by plant  | A201:very nice plant. good qual, deep kernels | P1AG:31/jan | A201:15/01 | A201:11/jan | P1AG:30/01 | A201:strong quality, flag leaves "
"H-23-AV-TAQ-1118","P1MO:LY | A201:LY | P1FU:LY | P1AG:LY","P1MO:firme | A201:harder pericarp, good kernel depth, CS plant | P1AG:04/fev | A201:15/01 | A201:13/jan | A201:WO Spirku  | P1AG:30/01 "
"H-23-AV-TAQ-1119","P1AG:LY | P1FU:LY | P1MO:LY | A201:LY","A201:deep kernels and very good quality, CS moderate so drop | P1AG:30/01 | A201:strong quality, WO Spirku  | A201:13/jan | A201:15/01 | P1AG:31/jan"
"H-23-AV-TAQ-1120","BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | P1AG:LY | A201:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1MO:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P1FU:LY","A201:good pericarp and sugar, see some CS | A201:15/01 | A201:medium all  | A201:15/jan | P1AG:06/fev | P1AG:02/02"
"H-23-AV-TAQ-1121","P1AG:LY | A201:LY | P1MO:LY | P1FU:LY","A201:bad ear type, low KRN; good foliar  | A201:tender but jumble row and spotty pollination ear | A201:11/jan | P1AG:01/02 observar melhor colmo, risco de acamar? | A201:15/01 | P1AG:02/fev"
"H-23-AV-TAQ-1122","A201:LY | P1FU:LY | P1AG:LY | P1MO:LY","A201:small ear, good plant  | P1AG:01/02 verificar melhor se entra água ou não? | A201:hard pericarp, too small ear, good plant | P1AG:06/fev | A201:15/01 | A201:13/jan"
"H-23-AV-TAQ-1123","P1MO:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | A201:LY | P1FU:LY | P1AG:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Flag leaf; apac  | A201:WO spirku   | A201:15/01 | A201:15/jan | P1AG:01/02 | P1MO:algumas pontas abertas | A201:plant ok, qual good, slight tip fill issue deep kernels | P1AG:31/jan"
"H-23-AV-TAR-1001","A203:LY | BR_GO_CRISTALINA_FUGINI:Yellow | BR_SP_Guaíra_PREDILECTA_2024:01:Yellow | BR_GO_MORRINHOS:Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Double ears in plant  | BR_GO_CRISTALINA_FUGINI:Top | A203:10/jan | A203:CS susc"
"H-23-AV-TAR-1005","A203:LY","A203:test Thailand | A203:08/jan | A203:good plant "
"H-23-AV-TAR-1007","A203:LY","A203:jumbled rows, lodgy  | A203:12/jan | A203:medium all  | A203:não colher germinação "
"H-23-AV-TAR-1009","BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow","A203:nice plant deep kernels, ok qual | A203:entra água estraga | A203:08/jan | A203:good quality and plant "
"H-23-AV-TAR-1010","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | A203:LY","BR_GO_CRISTALINA_AGRITER_2024:01:Top  | A203:quality good, plant strong nice ear | A203:10/jan"
"H-23-AV-TAR-1016","A203:LY","A203:08/jan | A203:thick pericarp"
"H-23-AV-TAR-1020","BR_GO_CRISTALINA_FUGINI:Light Yellow | A201:LY | BR_GO_MORRINHOS:Light Yellow | P1MO:LY | P1AG:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P1FU:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow","BR_GO_CRISTALINA_FUGINI:Top plant; medium quality  | A201:15/01 | A201:strong plant and sweet  | P1FU:lembra 9041 | P1AG:01/02 | A201:15/jan | A201:good qual pericarp and sweet, very nice plant | P1AG:02/fev"
"H-23-AV-TAR-1021","A203:Y","A203:bad plant; midium quality  | A203:poor plant, good quality and color, poor ear type | A203:08/jan"
"H-23-AV-TAR-1022","A203:LY","A203:very poor tip fill, low qual | A203:12/jan | A203:very hard to eat "
"H-23-AV-TAR-1024","A203:Y","A203:10/jan | A203:very bad quality "
"H-23-AV-TAR-1025","A203:LY","A203:12/jan"
"H-23-AV-TAR-1027","A203:LY","A203: good quality  | A203:poor tip fill | A203:12/jan"
"H-23-AV-TAR-1028","A203:LY","A203:12/jan"
"H-23-AV-TAR-1035","A203:LY","A203:12/jan"
"H-23-AV-TAR-1039","A203:LY","A203:12/jan | A203:poor tip fill small ear | A203:poor plant "
"H-23-AV-TAR-1040","A203:LY","A203:12/jan"
"H-23-AV-TAR-1044","A201:LY | P1AG:Y | P1MO:LY | P1FU:Y","A201:15/01 | P1AG:31/jan | A201:very good qual, but jumbled rows poor tip fill | P1AG:01/02 planta interessante  | A201:medium plant type  | A201:11/jan"
"H-23-AV-TAR-1045","A203:LY","A203:ok qual, nice ears, great plant | A203:12/jan"
"H-23-AV-TAR-1048","A203:LY","A203:good plant  | A203:shallower kernels, good plant | A203:12/jan"
"H-23-AV-TAR-1051","A203:LY","A203:shorter ear | A203:10/jan"
"H-23-AV-TAR-1052","A203:LY","A203:loading, good ear  | A203:14/jan | A203:thicker pericarp and tip fill 4, variable eht"
"H-23-AV-TAR-1053","A203:LY","A203:14/jan"
"H-23-AV-TAR-1054","A203:LY","A203:good ear  | A203:deep kernel good quality nice plant | A203:08/jan"
"H-23-AV-TAR-1057","A203:LY","A203:12/jan"
"H-23-AV-TAR-1058","A203:LY","A203:12/jan | A203:good plant and good quality  | A203:shorter fatter ear ok"
"H-23-AV-TAR-1063","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A201:LY | P1FU:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1AG:LY | P1MO:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Yellow | BR_GO_MORRINHOS:Light Yellow","BR_GO_CRISTALINA_FUGINI:Top  | A201:15/01 | A201:good qual, very nice  | A201:top product  | P1AG:01/02 ponta, entra água estraga  | P1AG:02/fev | A201:15/jan"
"H-23-AV-TAR-1064","BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Bad CS  | A203:12/jan | A203:harder pericarp, shorter ear"
"H-23-AV-TAR-1066","A203:LY","A203:14/jan"
"H-23-AV-TAR-1068","A203:LY","A203:14/jan"
